city,timestamp,temperature,season
New York,2010-01-01,-6.17218707263853,winter
New York,2010-01-02,-3.946835803298265,winter
New York,2010-01-03,-10.446251416574327,winter
New York,2010-01-04,-0.9107151453613718,winter
New York,2010-01-05,-8.812923031365967,winter
New York,2010-01-06,0.9107237563782434,winter
New York,2010-01-07,-0.057496038353484706,winter
New York,2010-01-08,-4.893236083452654,winter
New York,2010-01-09,5.445893867249083,winter
New York,2010-01-10,-5.376547035566329,winter
New York,2010-01-11,2.5479766955370846,winter
New York,2010-01-12,-3.7152335298394323,winter
New York,2010-01-13,4.985856028601654,winter
New York,2010-01-14,5.1342259434281425,winter
New York,2010-01-15,0.3646858666609431,winter
New York,2010-01-16,3.2325934555646945,winter
New York,2010-01-17,-0.9488636294705008,winter
New York,2010-01-18,-2.1434444785075097,winter
New York,2010-01-19,-2.7207934986223687,winter
New York,2010-01-20,1.23084319801995,winter
New York,2010-01-21,-2.887677965568062,winter
New York,2010-01-22,0.2572341778240387,winter
New York,2010-01-23,-0.47305946994370074,winter
New York,2010-01-24,9.114453793784653,winter
New York,2010-01-25,-0.1630274552880355,winter
New York,2010-01-26,2.5956172236593607,winter
New York,2010-01-27,-0.16483603250979903,winter
New York,2010-01-28,5.586877044919411,winter
New York,2010-01-29,0.4001555727286265,winter
New York,2010-01-30,3.989558511637286,winter
New York,2010-01-31,-5.3124646933709085,winter
New York,2010-02-01,-1.530592672912827,winter
New York,2010-02-02,2.303113960867462,winter
New York,2010-02-03,8.340870381306045,winter
New York,2010-02-04,5.881728959332028,winter
New York,2010-02-05,2.791704304481681,winter
New York,2010-02-06,0.13320500669699514,winter
New York,2010-02-07,-4.879178790027302,winter
New York,2010-02-08,-1.0775941419743598,winter
New York,2010-02-09,1.2863948997698382,winter
New York,2010-02-10,-0.740398634880809,winter
New York,2010-02-11,4.802957439108746,winter
New York,2010-02-12,-0.9581974905377383,winter
New York,2010-02-13,7.814750343804096,winter
New York,2010-02-14,-7.260375648323349,winter
New York,2010-02-15,-0.5433171143395703,winter
New York,2010-02-16,4.151092532329963,winter
New York,2010-02-17,-5.975622935799362,winter
New York,2010-02-18,-0.8050575105252118,winter
New York,2010-02-19,1.0104702858617194,winter
New York,2010-02-20,-2.2063137305531235,winter
New York,2010-02-21,6.353909138305431,winter
New York,2010-02-22,-4.634465285363517,winter
New York,2010-02-23,-1.3832979349950356,winter
New York,2010-02-24,4.104724166246933,winter
New York,2010-02-25,-2.24609045278335,winter
New York,2010-02-26,3.0405734114763936,winter
New York,2010-02-27,-2.8164606549963755,winter
New York,2010-02-28,-8.752000926789457,winter
New York,2010-03-01,10.740695064938938,spring
New York,2010-03-02,-0.08091321955186181,spring
New York,2010-03-03,8.552076862944194,spring
New York,2010-03-04,9.641876423363371,spring
New York,2010-03-05,6.495089219800134,spring
New York,2010-03-06,8.943026401245994,spring
New York,2010-03-07,9.401055873008275,spring
New York,2010-03-08,3.5068319584537244,spring
New York,2010-03-09,5.107910368441341,spring
New York,2010-03-10,6.074703037681011,spring
New York,2010-03-11,8.078478304518583,spring
New York,2010-03-12,2.9382746201046235,spring
New York,2010-03-13,5.288209149905937,spring
New York,2010-03-14,12.4103602651937,spring
New York,2010-03-15,7.379388533468876,spring
New York,2010-03-16,12.322380124004033,spring
New York,2010-03-17,4.933285916749213,spring
New York,2010-03-18,14.50630121809035,spring
New York,2010-03-19,9.051137923775876,spring
New York,2010-03-20,14.053005832439545,spring
New York,2010-03-21,1.3472548512774036,spring
New York,2010-03-22,11.690310038181257,spring
